FishID,Lake,Mass_g,Ectoparasites_YN,SL_mm,BodyDepth,BuccalCavityLength,Sex_MFU,ProcessedBy,GapeWidth,EpWidth,RakerNum,ProcessedBy,Scale ,Caudal Peduncle depth PINK ,Mouth Length  YELLOW ,Snout Length DARK BLUE,Eye Length GREEN ,Head length RED ,Standard Length BLACK ,Caudal peduncle,Jaw Length,Snout Length,Eye Diameter,Head Length,SL,RakerLength1,RakerLength2,RakerLength3,RakerLength4,IRSpace1,IRSpace2,IRSpace3,,Notes
S180064,G,0.84,N,45.23,8.1,10.69,F,Louis,,,,,832.02,34.02,51.12,57.99,56.96,227.54,814.8,0.204442201,0.307204154,0.348489219,0.342299464,1.367395015,4.896516911,,,,,,,,,
S180065,G,0.75,N,41.54,8.48,11.22,M,Louis,,,,,826.09,36.79,64.62,70.69,65.77,246.07,823.91,0.222675495,0.391119612,0.42785895,0.398080112,1.489365565,4.986805312,,,,,,,,,
S180066,G,0.87,N,47.73,8.01,10.94,F,Louis,,,,,820.55,32.53,50.49,58.3,61.62,229.24,882.23,0.198220706,0.307659497,0.355249528,0.375479861,1.396867954,5.37584547,,,,,,,,,
S180067,G,0.83,N,44.64,9.55,10.56,F,Louis,,,,,828.15,33.51,55.61,61.05,62.45,233.08,816.12,0.202318421,0.335748355,0.368592646,0.377045221,1.407232989,4.92736823,,,,,,,,,
S180068,G,0.85,N,46.66,8.64,10.97,F,Louis,,,,,834.47,34.33,52.88,61.7,66.12,228.79,862.38,0.205699426,0.31684782,0.369695735,0.396179611,1.370870133,5.167231896,,,,,,,,,
S180069,G,0.72,N,45.18,8,11.63,F,Louis,,,,,828,29.32,63.15,58.12,61.97,220.73,818.2,0.17705314,0.38134058,0.350966184,0.374214976,1.332910628,4.940821256,,,,,,,,,
S180070,G,0.9,N,42.06,9.72,10.9,F,Louis,,,,,827.9,34.57,47.9,62.54,60.77,231.64,825.28,0.208781254,0.289286146,0.377702621,0.367012924,1.398961227,4.984176833,,,,,,,,,
S180071,G,1.15,N,51.31,10.07,12.67,M,Bailey ,2.69,5.97,21,Grant,822.05,39.23,67.68,76.62,69.29,265.41,898.27,0.23861079,0.411653792,0.466030047,0.421446384,1.614317864,5.463597105,,,,,,,,,
S180072,G,1.62,N,54.33,10.87,13.47,M,Bailey ,,,,,824.29,42.82,66.19,85.34,66.04,296.42,987.7,0.259738684,0.401497046,0.517657621,0.400587172,1.798032246,5.991216683,,,,,,,,,
S180073,G,1.34,N,49.68,10.45,10.87,F,Bailey ,3.24,5.79,21,Grant,817.53,40.4,51.2,56.75,64.35,220.15,891.89,0.247085734,0.313138356,0.347082064,0.393563539,1.34643377,5.454784534,,,,,,,,,
S180074,G,1.56,N,54.08,11.46,13.02,M,Bailey ,2.81,6.36,20,Grant,820.35,43.68,65.18,84.04,76.73,281.56,958.92,0.26622783,0.397269458,0.512220394,0.46766624,1.716096788,5.844578534,,,,,,,,,
S180075,G,1.52,N,55.36,11.14,14.28,M,Bailey ,,,,,818.66,39.54,68.21,76.29,69.13,279.08,952.08,0.241492195,0.416595412,0.465944348,0.42221435,1.704492708,5.814868199,,,,,,,,,
S180076,G,2.39,N,61.41,12.46,16.24,M,Bailey ,,,,,810.25,51.82,73.4,88.83,87.31,330.05,1086.27,0.319777846,0.452946621,0.548164147,0.538784326,2.036717063,6.70330145,,,,,,,,,
S180077,G,1.44,N,56.02,10.47,13.38,M,Bailey ,2.94,6.2,22,Grant,831.5,43.44,62.05,81.06,72,287.73,990.66,0.261214672,0.373120866,0.487432351,0.432952496,1.73018641,5.957065544,,,,,,,,,
S180078,G,1.17,N,49,9.75,11.31,F,Bailey ,,,,,832.19,38.09,54.32,67.39,63.72,247.54,868.04,0.228853988,0.326367777,0.404895517,0.382845264,1.487280549,5.215395523,,,,,,,,,
S180079,G,1.54,N,54.36,10.74,13.67,M,Bailey ,2.94,5.98,21,Grant,826.48,45.89,62.13,73.42,65.12,258.23,962.3,0.277623173,0.375871165,0.444172878,0.393959926,1.562227761,5.821677476,,,,,,,,,
S180080,G,1.96,N,59.22,11.58,15.6,M,Bailey ,,,,,817.92,47.32,71.65,93,71.41,316.67,1053.68,0.289270344,0.438001272,0.568515258,0.436534135,1.93582502,6.441216745,,,,,,,,,
S180081,G,1.21,N,50.36,10.44,11.06,F,Grant,2.19,5.78,20,Grant,830.78,38,52.8,58.76,61.72,235.64,876.82,0.228700739,0.317773659,0.353643564,0.371458148,1.41818532,5.277089001,,,,,,,,,
S180082,G,1.44,N,54.25,11.01,11.76,F,Grant,2.7,5.99,21,Grant,826.09,35.23,54.9,66.02,62.71,269.5,956.54,0.213233425,0.33228825,0.399593265,0.379559128,1.631178201,5.789562881,,,,,,,,,
S180083,G,1.02,N,50.06,9.26,10.9,F,Grant,2.35,5.52,21,Grant,824.09,32.36,52.6,68.19,61.6,248.52,880.04,0.196337779,0.3191399,0.413729083,0.373745586,1.507845017,5.33946535,,,,,,,,,
S180084,G,1.84,N,56.88,11.44,12.78,M,Grant,2.96,6.46,21,Grant,812.12,42.39,50.4,71.38,65.98,268.03,986.1,0.260983599,0.310298971,0.439467074,0.406220756,1.650187164,6.071147121,,,,,,,,,
S180085,G,1.9,N,56.47,12.13,13.72,M,Grant,,,,,818.2,45.83,57.36,81.83,62.83,279.2,978.07,0.280065999,0.350525544,0.50006111,0.383952579,1.706184307,5.976961623,,,,,,,,,
S180086,G,0.77,N,43.65,9.23,8.8,F,Grant,,,,,832.04,30.73,46.35,56.22,55.11,204.75,760.01,0.184666603,0.278532282,0.337844334,0.331173982,1.230409596,4.567148214,,,,,,,,,
S180087,G,1.57,N,54.67,11.22,12.83,M,Grant,2.71,6.4,19,Grant,819.53,40.72,66.84,77.69,73.84,276.87,948.05,0.248435079,0.407794712,0.47399119,0.450502117,1.689199907,5.784107964,,,,,,,,,
S180088,G,0.96,N,49.4,9.54,11.5,F,Grant,,,,,824.35,33.27,45.92,55.27,57.12,218.63,844.06,0.201795354,0.278522472,0.335233821,0.346454783,1.326075089,5.119548735,,,,,,,,,
S180089,G,0.8,N,44.19,9.53,9.22,F,Grant,2.22,5.31,21,Grant,820.48,31.09,43.77,45.45,55.97,192.67,750.77,0.189462266,0.266734107,0.276972016,0.341080831,1.174129778,4.575187695,,,,,,,,,
S180090,G,1.65,N,52.41,11.33,12.68,M,Grant,3.47,6.6,22,Grant,813.66,45.36,63.2,81.2,69.23,289.91,974.02,0.278740506,0.388368606,0.498979918,0.425423396,1.781518079,5.985423887,,,,,,,,,
S180091,G,0.79,N,44.71,8.33,9.01,F,Louis,,,,,817.09,33.41,46.58,50.78,59.52,208.18,800.49,0.204445043,0.28503592,0.310736883,0.364219364,1.273911075,4.898420003,,,,,,,,,
S180092,G,0.7,N,46.22,7.91,10.28,F,Louis,,,,,833.88,32.66,50.11,52.33,58.84,214.67,806.2,0.195831535,0.300462896,0.313774164,0.352808558,1.287175613,4.834028877,,,,,,,,,
S180093,G,1.2,N,50.57,10.14,12.45,M,Louis,,,,,820.99,41.59,61.83,79.79,72.47,276.29,921.05,0.253291758,0.376557571,0.485937709,0.441357386,1.682663613,5.609386229,,,,,,,,,
S180094,G,1.37,N,55.41,9.9,13.86,M,Louis,,,,,822.35,43.91,80.29,96.19,75.13,305.2,964.2,0.26697878,0.488174135,0.584848301,0.456800632,1.855657567,5.862467319,,,,,,,,,
S180095,G,0.78,N,46.13,9.07,10.31,F,Louis,,,,,825.44,32.01,64.24,64.2,60.38,225.08,825.55,0.193896589,0.3891258,0.388883505,0.36574433,1.363394069,5.000666311,,,,,,,,,
S180096,G,0.7,N,46.69,8.94,10.2,F,Louis,,,,,831.78,28.77,50.2,59.05,59.61,213.46,810.01,0.172942365,0.301762485,0.354961649,0.358327923,1.283151795,4.86913607,,,,,,,,,
S180097,G,1.34,N,53.26,9.43,12.58,M,Louis,,,,,827.17,40.25,65.06,79.34,74.98,279.51,936.05,0.243299443,0.393268615,0.479587026,0.453232105,1.689555956,5.65814766,,,,,,,,,
S180098,G,0.82,N,46.41,8.28,9.91,F,Louis,,,,,822.88,34.43,50.59,52.47,60.08,207.7,820.88,0.209204258,0.307395975,0.318819269,0.365059304,1.262030916,4.98784756,,,,,,,,,
S180099,G,1.34,N,51.69,8.89,11.93,U,Louis,,,,,826.82,35.72,59.07,61.15,72.44,250.56,910.18,0.216008321,0.357211969,0.369790281,0.438063908,1.515202825,5.504100046,,,,,,,,,
S180100,G,1.45,N,53.16,8.98,13.7,M,Louis,,,,,828.78,42.37,63.1,82.34,69.03,281,954.13,0.25561669,0.380680036,0.496754265,0.416455513,1.695262917,5.756232052,,,,,,,,,
S180351,Jean,0.66,N,41.15,9.36,9.92,U,Grant,,,,,1905.61,77.65,135.07,134.63,155.17,527.29,1675.28,0.203740535,0.354400953,0.353246467,0.407139971,1.383520238,4.395652836,,,,,,,,,
S180352,Jean,1.76,N,48.61,12.22,13,M,Grant,,,,,1914.24,98.73,145.5,197.65,174.42,640.28,2051.49,0.257883024,0.380046389,0.516262329,0.455585507,1.672413073,5.358497367,,,,,,,,,
S180353,Jean,0.94,N,44.95,10.21,10.18,M,Grant,,,,,1920.08,73.17,116.83,170.56,145,574.01,1818.36,0.190538936,0.304232115,0.444148161,0.377588434,1.494755427,4.735115204,,,,,,,,,
S180354,Jean,0.74,N,41.92,9.56,9.55,F,Grant,,,,,1914.76,80.31,101.02,136.68,140.68,526.53,1717.64,0.209712967,0.263792851,0.356911571,0.367356744,1.374924272,4.48526186,,,,,,,,,
S180355,Jean,0.84,N,41.93,9.87,10.25,M,Grant,,,,,1868.24,78.85,112.16,131.32,134.16,515.1,1745,0.211027491,0.300175566,0.351453775,0.359054511,1.378570205,4.670170856,,,,,,,,,
S180356,Jean,1.47,N,46.13,10.99,11.64,F,Grant,,,,,1907.59,79.16,124.63,151.61,161.01,582.67,1944.33,0.207486934,0.326668729,0.397386231,0.422024649,1.527241179,5.096299519,,,,,,,,,
S180357,Jean,1.01,N,44.77,10.66,10.85,F,Grant,,,,,1917.04,77.52,106.13,143.17,146.09,544.2,1806.25,0.202186705,0.276806952,0.373414222,0.38103013,1.419375704,4.711038893,,,,,,,,,
S180358,Jean,0.75,N,41.83,9.36,9.57,M,Grant,,,,,1908.94,76.06,102.4,124.43,142.13,503.01,1706.07,0.19922051,0.268211678,0.325913858,0.372274666,1.317511289,4.468631806,,,,,,,,,
S180359,Jean,0.54,N,36.93,8.58,9.06,M,Grant,,,,,1921.58,65.52,108.91,123.98,129.56,458.53,1507.56,0.170484705,0.283386588,0.322599111,0.337118413,1.193106714,3.922709437,,,,,,,,,
S180360,Jean,1,N,43.66,10.55,10.07,F,Grant,,,,,1896.09,82.63,102.08,143.68,134.85,523.53,1802.48,0.217895775,0.269185534,0.378884969,0.355600209,1.380551556,4.753149903,,,,,,,,,
S180391,Jean,0.68,N,42.38,9.7,10.21,F,Louis,2.49,5.66,22,Grant,1879.38,89.47,133.96,150.38,153.05,554.9,1746.86,0.238030627,0.35639413,0.400078749,0.407182156,1.476284732,4.647436921,,,,,,,,,
S180392,Jean,1.63,N,50.51,11.87,11.25,F,Louis,2.76,6.33,17,Grant,1888.27,95.18,124.56,175.68,170.88,609.58,2134.95,0.252029636,0.329825714,0.465187712,0.452477665,1.61412298,5.653190487,,,,,,,,,
S180393,Jean,2,N,52.79,13.38,13.79,M,Louis,,,,,1906.57,125.03,168.94,198.24,191.79,699.23,2193.48,0.327892498,0.443046938,0.519886498,0.502971305,1.833738074,5.752424511,,,,,,,,,
S180394,Jean,0.52,N,42.78,9.51,10.42,M,Louis,2.34,5.24,20,Grant,1888.02,70.61,133.41,140.24,147.38,541.81,1750.53,0.186994841,0.353306639,0.371394371,0.390303069,1.434862978,4.635888391,,,,,,,,,
S180395,Jean,0.78,N,43.17,10.12,10.19,F,Louis,2.47,5.52,20,Grant,1902.46,84.05,130.63,144.55,156.32,558.06,1854.09,0.220898206,0.343318651,0.379902863,0.410836496,1.466679983,4.87287512,,,,,,,,,
S180396,Jean,1.18,N,47.31,11.87,12.54,M,Louis,2.27,5.27,20,Grant,1888.22,89.56,162.25,182.49,180.97,630,1984.4,0.237154569,0.429637436,0.483232886,0.479207931,1.668237811,5.254684306,,,,,,,,,
S180397,Jean,0.79,N,44.38,10.31,9.97,F,Louis,2.78,5.55,21,Grant,1912.42,72.44,121.43,148,144.37,535.42,1834.51,0.189393543,0.317477332,0.386944291,0.377453697,1.399849405,4.796305205,,,,,,,,,
S180398,Jean,1.17,N,49.36,11.5,10.85,F,Louis,3.31,6,21,Grant,1905.36,84.53,139.4,160.85,168.32,577.68,2043.53,0.221821598,0.365810136,0.422098711,0.441701306,1.515933997,5.362582399,,,,,,,,,
S180399,Jean,0.47,N,37.26,8.76,8.88,M,Louis,1.99,4.81,20,Grant,1921.07,69.18,121.49,141.99,134.39,516.4,1632,0.180055906,0.316203991,0.369559673,0.349779029,1.344042643,4.24763283,,,,,,,,,
S180400,Jean,0.97,Y,45.56,10.67,10.06,F,Louis,2.87,5.53,18,Grant,1904.82,87.35,113.25,152.61,153.31,537.26,1860.41,0.229286757,0.297272183,0.400589032,0.402426476,1.410264487,4.883427305,,,,,,,,,little black spot  left side
S180401,Jean,0.9,N,43.25,10.49,11.16,M,Louis,,,,,1938.38,80.18,135.15,154.4,157,558.24,1857.1,0.206822192,0.348615855,0.398270721,0.404977352,1.439965332,4.790340387,,,,,,,,,
S180402,Jean,1.74,N,50.49,12.62,13,F,Louis,,,,,1900.32,94.2,138.06,178.04,186.64,627.26,2096.02,0.247852993,0.36325461,0.468447419,0.491075187,1.650406247,5.514913278,,,,,,,,,
S180403,Jean,1,N,44.73,11.06,10.69,F,Louis,,,,,1891.32,88.38,141.2,161.31,161.55,593.04,1898.04,0.233646342,0.373284267,0.426448195,0.427082672,1.567793922,5.01776537,,,,,,,,,
S180404,Jean,1,N,46.05,10.75,10.99,F,Louis,,,,,1906.84,93.38,129.03,173.69,174.3,621.35,2000.14,0.244855363,0.338334627,0.455439366,0.457038871,1.629266221,5.244645592,,,,,,,,,
S180405,Jean,0.82,N,41.6,9.19,10.92,M,Louis,,,,,1892.37,84.2,124.87,157.54,148.19,582.01,1800.01,0.22247235,0.329930193,0.416250522,0.391546051,1.537780667,4.755967385,,,,,,,,,
S180406,Jean,0.67,N,39.79,9.68,9.76,M,Louis,,,,,1892.37,85.43,126.14,169.52,160.67,574.53,1744.66,0.225722243,0.333285774,0.447903951,0.424520575,1.51801709,4.6097222,,,,,,,,,
S180407,Jean,0.7,N,41.52,9.4,9.73,F,Louis,,,,,1893.3,76.9,148.66,150.57,151.17,550.38,1753.17,0.203084561,0.39259494,0.397639043,0.399223578,1.4534939,4.629931865,,,,,,,,,
S180408,Jean,0.77,N,41.56,9.94,9.22,F,Louis,,,,,1908.85,76.79,118.42,142.31,146.82,529.37,1772.07,0.201142049,0.310186762,0.372763706,0.384577101,1.386620216,4.641721455,,,,,,,,,
S180409,Jean,1.08,N,47.22,10.75,12.37,M,Louis,,,,,1920.82,86.92,149.4,156.21,181.74,656.01,2016.06,0.226257536,0.388896409,0.406623213,0.473079206,1.707630075,5.247914953,,,,,,,,,
S180410,Jean,0.72,N,39.62,9.6,10.24,F,Louis,,,,,1905.41,83.6,105.8,131.03,146.07,520.03,1734.09,0.219375358,0.277630536,0.34383676,0.383303331,1.36461444,4.550437963,,,,,,,,,
S180491,Jean,1.56,N,52.89,12.21,12.55,F,Bailey,3.67,6.73,20,Grant,1896.43,88.64,123.85,175.62,164.65,654.25,2150.14,0.233702272,0.326534594,0.4630279,0.434105134,1.72495162,5.66891475,,,,,,,,,
S180492,Jean,1.06,N,44.25,10.6,11.62,M,Bailey,,,,,1920.94,90.2,144.46,166.06,175.21,615.34,1854.97,0.234780889,0.376013827,0.432236301,0.456052766,1.601663769,4.828287193,,,,,,,,,
S180493,Jean,1.97,N,54.14,13,13.32,F,Bailey,,,,,1896.47,111.82,141.36,171.4,170.66,656.44,2222.93,0.294810886,0.372692423,0.4518922,0.449941207,1.730689122,5.860704361,,,,,,,,,
S180494,Jean,1.38,N,49.79,11.41,11.71,F,Bailey,4.02,6.08,18,Grant,1908.04,94.19,143.89,157.06,168.24,599.87,2006.91,0.246823966,0.377062326,0.411574181,0.440871261,1.571953418,5.25908786,,,,,,,,,
S180495,Jean,0.52,N,39.6,8.36,10.44,M,Bailey,,,,,1916.11,77,115.57,130,136.68,536.15,1654.36,0.200927922,0.301574544,0.339228959,0.356660108,1.399058509,4.316975539,,,,,,,,,
S180496,Jean,1.41,N,48.01,11.45,11.06,F,Bailey,,,,,1926.01,92.44,134.06,147.53,154.95,572.06,2010.73,0.239977986,0.348025192,0.382993858,0.402256478,1.485090939,5.219936553,,,,,,,,,
S180497,Jean,1.09,N,48.86,10.46,12.29,M,Bailey,,,,,1926.34,90.55,174.18,197.65,165.02,663.6,2006.02,0.235031199,0.452100875,0.513019509,0.428325218,1.722437368,5.206817073,,,,,,,,,
S180498,Jean,1.27,N,48.02,11.23,12.25,M,Bailey,,,,,1924.13,92.27,154.49,174.9,173.1,615.36,1961.04,0.239770702,0.401454164,0.454491121,0.449813682,1.599060355,5.095913478,,,,,,,,,
S180499,Jean,0.98,N,44.52,10.32,11.14,M,Bailey,,,,,1923.26,90.55,142.36,163.87,156.21,594.35,1824.99,0.235407589,0.370100766,0.426021443,0.406107339,1.5451629,4.744522321,,,,,,,,,
S180500,Jean,0.93,N,45.96,9.66,11.54,F,Bailey,,,,,1926.01,86.83,135.69,169.96,164.44,625.4,1871.56,0.225414198,0.352256738,0.441223047,0.426892903,1.623563741,4.858645594,,,,,,,,,
S180501,Jean,1.15,N,44.18,11.12,10.37,M,Grant,,,,,1912,90.8,154.02,152.78,176.69,599.34,1913.07,0.237447699,0.402771967,0.399529289,0.462055439,1.567311715,5.002798117,,,,,,,,,
S180502,Jean,1.23,N,44.4,12,10.15,F,Grant,,,,,1908.3,91.02,142.3,157.5,161.61,589.54,1937.65,0.238484515,0.372844941,0.412670964,0.423439711,1.544673269,5.076900907,,,,,,,,,
S180503,Jean,1.24,N,47.78,11.57,11.8,F,Grant,,,,,1902.46,77.23,134.08,158.14,166.35,629.54,2034.14,0.202974044,0.352385858,0.415619777,0.437197103,1.654542014,5.346078236,,,,,,,,,
S180504,Jean,0.78,N,45.47,9.94,11.07,F,Grant,,,,,1921.58,79.39,148.86,153.25,146.51,570.03,1836.08,0.206574798,0.387337504,0.398760395,0.381222744,1.483232548,4.777526827,,,,,,,,,
S180505,Jean,0.83,N,43.05,10.16,10.3,M,Grant,2.25,5.45,20,Grant,1928.39,73.77,116.28,162.83,148.52,577,1767.68,0.191273549,0.30149503,0.422191569,0.385088079,1.496066667,4.583305244,,,,,,,,,
S180506,Jean,0.69,N,43.6,9.61,9.79,F,Grant,,,,,1909.14,71.78,116.04,135.33,152.92,506.32,1764.01,0.187990404,0.303906471,0.354426601,0.400494464,1.326042092,4.619907393,,,,,,,,,
S180507,Jean,0.97,N,47.33,10.2,10.16,F,Grant,2.57,5.53,18,Grant,1921.13,76.9,98.78,100.98,150.33,560.61,1866.24,0.200142624,0.257088276,0.262814073,0.391254106,1.459063156,4.85714137,,,,,,,,,
S180508,Jean,0.63,N,37.3,9.12,8.61,M,Grant,,,,,1902.62,70.38,105.31,142.03,141.82,521.64,1650.77,0.184955482,0.276749955,0.373248468,0.372696597,1.370846517,4.338149499,,,,,,,,,
S180509,Jean,0.39,N,36.95,8.08,8.37,F,Grant,,,,,1927.83,61.42,77.27,109.52,122.67,456.16,1514.01,0.159298278,0.200406675,0.284049942,0.318155647,1.18309187,3.926720717,,,,,,,,,
S180510,Jean,0.67,N,40.79,9.29,9.12,F,Grant,2.23,4.85,21,Grant,1926.08,72.06,99.49,111.22,131.61,489.53,1668.87,0.187063881,0.258270685,0.288721133,0.341652476,1.270793529,4.332296685,,,,,,,,,
S180511,Jean,1.17,N,43.62,11.07,9.75,F,Louis,,,,,1920.04,88.69,125.97,162.32,156.05,606.03,1883.06,0.23095873,0.328040041,0.422699527,0.406371742,1.578170246,4.903699923,,,,,,,,,
S180512,Jean,1.08,N,44.35,10.9,11.02,M,Louis,,,,,1914.46,84.83,135.53,175.82,158.7,639.11,1928.1,0.221550725,0.353964042,0.459189537,0.414477189,1.669165195,5.035623622,,,,,,,,,
S180513,Jean,0.84,N,41.79,9.93,10.92,F,Louis,,,,,1914.34,73.44,104.12,119.41,154.9,516.31,1822.36,0.191815456,0.271947512,0.311882947,0.404578079,1.348532654,4.759760544,,,,,,,,,
S180514,Jean,0.97,N,44.9,10.99,10.85,F,Louis,,,,,1908.15,77.44,114.55,131.03,158.9,566.29,1914.34,0.202919058,0.300159841,0.343343029,0.416371879,1.483871813,5.016219899,,,,,,,,,
S180515,Jean,0.63,N,43.45,10.35,10.31,M,Louis,,,,,1917.39,78.77,137.6,155.36,142.84,594.03,1840.85,0.205409437,0.358821106,0.405134062,0.372485514,1.549058877,4.80040576,,,,,,,,,
S180516,Jean,0.92,N,45.84,11.19,10.95,F,Louis,,,,,1908.71,80,127.46,136.31,157.69,562.43,1892.89,0.209565623,0.333890429,0.357073626,0.413080038,1.473324916,4.958558398,,,,,,,,,
S180517,Jean,0.36,N,35.29,7.47,8.04,M,Louis,,,,,1908.46,59.64,88.55,118.68,125.87,462.78,1508.09,0.156251637,0.231993335,0.310931327,0.329768504,1.212443541,3.951065257,,,,,,,,,
S180518,Jean,0.7,N,42.64,9.88,9.91,M,Louis,,,,,1897.15,76.81,115.9,143.05,155.57,557.08,1752.38,0.202435232,0.305458187,0.377012888,0.410009752,1.468202303,4.618453997,,,,,,,,,
S180519,Jean,0.59,N,39.77,8.81,8.49,F,Louis,2.36,4.74,20,Grant,1902.04,70.59,104.31,130.12,146.21,538.37,1668.17,0.185563921,0.27420559,0.342053795,0.384350487,1.415243633,4.385212719,,,,,,,,,
S180520,Jean,1.62,N,51.37,12.52,12.85,F,Louis,,,,,1909.59,93.16,138.99,136.32,166.4,607.6,2124.21,0.243926707,0.363926288,0.356935258,0.435695621,1.590917422,5.561953089,,,,,,,,,
S180710,Long,1.35,Y,53.48,10.62,13.77,M,Grant,,,,,1798.42,92.91,119.02,162.67,179.45,616.73,2028.04,0.258310072,0.330901569,0.452258093,0.498910155,1.714643965,5.638393701,,,,,,,,,
S180711,Long,0.88,N,47.34,9.06,11.34,M,Grant,2.2,4.96,23,Grant,1818.01,78.32,113.92,131.22,139.07,514.96,1800.64,0.215400355,0.313309608,0.360889104,0.382478644,1.416273838,4.952227986,,,,,,,,,
S180712,Long,1.27,N,53.34,10.84,13.15,M,Grant,2.62,5.93,23,Grant,1830.25,87.37,129.54,171.07,170.21,628.54,2016.44,0.23868324,0.353886081,0.467340527,0.464991121,1.71708783,5.50864636,,,,,,,,,
S180713,Long,0.73,N,46.18,8.45,10.55,M,Grant,,,,,1812.01,72.69,110.02,143.36,145.66,515.23,1770.65,0.200578363,0.303585521,0.395582806,0.401929349,1.421708489,4.885872595,,,,,,,,,
S180714,Long,0.74,N,45.85,8.71,10.8,M,Bailey,,,,,1812,76.9,116.28,133.3,131.47,512.25,1740.04,0.212196468,0.320860927,0.367825607,0.362775938,1.413493377,4.801434879,,,,,,,,,
S180715,Long,0.73,N,44.65,8.5,10.1,M,Bailey,,,,,1812.25,77.57,97.66,119.33,131.47,464.38,1698.04,0.214015726,0.269444061,0.329231618,0.362725893,1.281224997,4.684894468,,,,,,,,,
S180716,Long,0.64,N,43.61,8.29,10.35,M,Bailey,,,,,1824.63,68.97,112.09,127.02,136.41,510.81,1669.55,0.188997221,0.307158164,0.348070568,0.373801812,1.39976324,4.575037131,,,,,,,,,
S180717,Long,0.99,N,49.88,9.92,11.09,F,Bailey,,,,,1812.25,72.91,126.52,138.06,148.38,548.71,1912.56,0.201158781,0.349068837,0.380907711,0.409380604,1.513891571,5.276755415,,,,,,,,,
S180718,Long,1.06,N,51.39,9.75,12.07,M,Bailey,,,,,1812.01,78.16,131.19,156.67,162.2,556.03,1956.75,0.215672099,0.362001314,0.432309976,0.447569274,1.53429065,5.399390732,,,,,,,,,
S180719,Long,1.61,N,56.88,11.46,14.03,M,Bailey,2.77,6.05,20,Grant,1794.09,100.02,153.39,175.14,185.46,670.89,2128.48,0.278748558,0.427486915,0.488102604,0.516863703,1.869722255,5.931920918,,,,,,,,,
S180720,Long,0.86,N,47.46,9.84,10.44,F,Bailey,,,,,1800.09,69.72,132.75,132.2,160.14,527.56,1809.23,0.193656984,0.368731563,0.367203862,0.444811093,1.465371176,5.02538762,,,,,,,,,
S180721,Long,0.98,N,49.8,9.51,12.2,M,Bailey,2.61,5.27,22,Grant,1812.16,74.36,118.61,148.92,186.31,605.8,1912.7,0.205169522,0.32726139,0.410890871,0.51405505,1.671485962,5.277403761,,,,,,,,,
S180722,Long,0.43,Y,39.96,7.38,8.82,M,Grant,,,,,1800.09,59.14,102.58,105.44,114.83,409.37,1524,0.164269564,0.284930198,0.292874245,0.318956274,1.137082035,4.233121677,,,,,,,,,mussels?
S180723,Long,1.22,N,53.32,10.27,12.56,M,Grant,,,,,1806,94.92,154.71,173.4,161.03,622.16,2012.9,0.262790698,0.428322259,0.480066445,0.445819491,1.72248062,5.572812846,,,,,,,,,
S180724,Long,0.78,N,52.01,8.95,11.8,M,Grant,,,,,1812,79.13,128.39,155.56,167.95,580.24,2000.6,0.21834989,0.354277042,0.429249448,0.46343819,1.601103753,5.520419426,,,,,,,,,
S180725,Long,1.05,N,52.7,9.64,11.55,M,Grant,,,,,1806.04,89.89,130.3,153.43,184.39,600.12,2040.71,0.248859383,0.360733982,0.424769108,0.510481495,1.661424996,5.64968107,,,,,,,,,
S180726,Long,0.78,N,44.79,9.21,9.99,F,Grant,,,,,1812.01,68.39,109.83,102.06,134.94,444,1686.1,0.188713087,0.303061241,0.281620962,0.372348939,1.225158802,4.652568143,,,,,,,,,
S180727,Long,0.72,N,43.72,8.59,9.68,M,Grant,,,,,1818,72.99,107.36,119.36,136.13,507.68,1713.04,0.200742574,0.295269527,0.328272827,0.37439494,1.396259626,4.711331133,,,,,,,,,
S180728,Long,1.1,Y,52.6,10.19,11.94,F,Grant,,,,,1806.25,84.98,113.9,143.49,161.5,571.7,2018.01,0.235238754,0.315294118,0.397204152,0.447058824,1.582560554,5.586186851,,,,,,,,,mussels?
S180729,Long,0.98,N,50.25,9.4,11.32,M,Grant,,,,,1806.25,83.05,129.27,143.56,150.66,534.83,1926.04,0.229896194,0.35784083,0.397397924,0.417051903,1.48049827,5.331598616,,,,,,,,,
S180730,Long,0.91,N,49,9.25,11.35,M,Louis,,,,,1806.25,73.77,119.27,153.36,153.48,577.34,1915.14,0.204207613,0.33015917,0.424525952,0.424858132,1.59817301,5.301425606,,,,,,,,,
S180731,Long,0.53,N,40.91,7.76,8.47,M,Louis,,,,,1800.09,66.2,110.67,119.4,133.1,478.88,1568.68,0.183879695,0.307401297,0.331650084,0.369703737,1.330155714,4.357226583,,,,,,,,,
S180732,Long,0.76,N,47.63,8.24,11.08,M,Louis,,,,,1806.04,70.81,113.23,141.69,159.96,526.57,1884.01,0.196036633,0.313475892,0.392267059,0.442847335,1.457802706,5.215859006,,,,,,,,,
S180733,Long,1.11,Y,51.62,10.41,12.25,M,Louis,,,,,1818.49,91.66,111.22,158.03,176.14,610.67,2034,0.252022282,0.305803166,0.434508851,0.484302911,1.6790579,5.592552062,,,,,,,,,
S180734,Long,0.64,N,42.88,8.24,9.67,F,Grant,1.85,4.55,20,Grant,1812.09,71.14,107.34,120.19,144.25,484.97,1630.87,0.196292679,0.296177342,0.331633639,0.39802107,1.338150975,4.499969648,,,,,,,,,
